YEAR,MONTH,BENE_GEO_LVL,BENE_STATE_ABRVTN,BENE_STATE_DESC,BENE_COUNTY_DESC,BENE_FIPS_CD,TOT_BENES,ORGNL_MDCR_BENES,MA_AND_OTH_BENES,AGED_TOT_BENES,AGED_ESRD_BENES,AGED_NO_ESRD_BENES,DSBLD_TOT_BENES,DSBLD_ESRD_AND_ESRD_ONLY_BENES,DSBLD_NO_ESRD_BENES,MALE_TOT_BENES,FEMALE_TOT_BENES,WHITE_TOT_BENES,BLACK_TOT_BENES,API_TOT_BENES,HSPNC_TOT_BENES,NATIND_TOT_BENES,OTHR_TOT_BENES,AGE_LT_25_BENES,AGE_25_TO_44_BENES,AGE_45_TO_64_BENES,AGE_65_TO_69_BENES,AGE_70_TO_74_BENES,AGE_75_TO_79_BENES,AGE_80_TO_84_BENES,AGE_85_TO_89_BENES,AGE_90_TO_94_BENES,AGE_GT_94_BENES,DUAL_TOT_BENES,FULL_DUAL_TOT_BENES,PART_DUAL_TOT_BENES,NODUAL_TOT_BENES,QMB_ONLY_BENES,QMB_PLUS_BENES,SLMB_ONLY_BENES,SLMB_PLUS_BENES,QDWI_QI_BENES,OTHR_FULL_DUAL_MDCD_BENES,A_B_TOT_BENES,A_B_ORGNL_MDCR_BENES,A_B_MA_AND_OTH_BENES,A_TOT_BENES,A_ORGNL_MDCR_BENES,A_MA_AND_OTH_BENES,B_TOT_BENES,B_ORGNL_MDCR_BENES,B_MA_AND_OTH_BENES,PRSCRPTN_DRUG_TOT_BENES,PRSCRPTN_DRUG_PDP_BENES,PRSCRPTN_DRUG_MAPD_BENES,PRSCRPTN_DRUG_DEEMED_ELIGIBLE_FULL_LIS_BENES,PRSCRPTN_DRUG_FULL_LIS_BENES,PRSCRPTN_DRUG_PARTIAL_LIS_BENES,PRSCRPTN_DRUG_NO_LIS_BENES
2023,Year,State,MO,Missouri,Total,29,"1,306,694","640,569","666,125","1,126,603","5,467","1,121,136","180,091","4,644","175,447","596,206","710,488","1,123,527","120,960","11,954","18,493","1,827","29,933","2,429","36,328","141,334","331,865","300,304","222,819","143,472","79,182","36,084","12,878","207,171","169,419","37,752","1,099,523","14,005","101,423","14,449","17,292","9,297","50,704","1,210,527","544,731","665,795","1,305,621","639,548","666,073","1,211,600","545,753","665,847","1,044,256","421,430","622,826","210,591","24,791","8,159","800,716"
2023,Year,State,MT,Montana,Total,30,"256,138","185,502","70,636","232,322",604,"231,718","23,816",490,"23,326","123,898","132,240","235,106",638,"1,196","3,514","7,206","8,478",267,"5,341","18,209","68,272","65,921","46,227","28,166","14,922","6,541","2,273","32,065","22,676","9,390","224,073","4,588","11,620","2,965","2,049","1,837","9,007","236,407","165,830","70,577","255,243","184,633","70,610","237,301","166,699","70,603","184,845","120,267","64,578","34,408","3,608","1,336","145,494"
2023,Year,State,NE,Nebraska,Total,31,"375,561","255,499","120,062","337,425","1,192","336,233","38,136","1,102","37,034","172,756","202,805","332,873","12,697","3,477","12,845","1,602","12,068",613,"9,416","28,107","96,770","92,267","65,266","41,387","24,891","12,220","4,626","47,219","41,971","5,247","328,342",387,"29,388","2,515",186,"2,346","12,397","345,219","225,216","120,003","375,213","255,173","120,040","345,567","225,542","120,026","290,015","188,351","101,664","47,385","4,646","1,583","236,402"
2023,Year,State,NV,Nevada,Total,32,"587,337","299,208","288,129","532,027","2,750","529,277","55,310","2,398","52,912","278,397","308,939","394,039","49,578","43,813","74,698","3,001","22,207",482,"10,499","44,329","154,971","146,772","113,119","67,284","32,931","12,925","4,027","91,982","42,051","49,931","495,355","28,618","24,372","12,845","1,420","8,469","16,259","528,548","240,653","287,895","584,438","296,383","288,055","531,447","243,478","287,969","436,391","160,889","275,502","90,834","8,880","3,269","333,408"
2023,Year,State,NH,"New Hampshire",Total,33,"335,153","225,191","109,963","293,468",756,"292,712","41,685",474,"41,211","156,431","178,722","311,048","2,031","2,942","4,773",135,"14,224",673,"10,832","30,180","88,258","79,171","59,256","35,557","18,960","8,969","3,297","36,059","23,477","12,582","299,094","6,473","10,924","3,810","1,880","2,300","10,673","299,699","189,784","109,915","335,031","225,076","109,955","299,822","189,899","109,923","243,209","151,823","91,385","40,690","4,310","1,550","196,658"
2023,Year,State,NJ,"New Jersey",Total,34,"1,725,729","1,055,481","670,248","1,562,460","9,672","1,552,788","163,269","5,834","157,436","768,191","957,538","1,169,073","192,064","102,465","192,668",672,"68,787","1,948","31,977","129,345","449,366","400,937","309,419","202,356","117,203","59,126","24,053","260,435","229,605","30,830","1,465,295","7,964","207,185","13,577",210,"9,288","22,211","1,528,808","858,918","669,889","1,711,263","1,041,118","670,145","1,543,274","873,281","669,992","1,345,643","870,069","475,574","260,551","40,325","7,959","1,036,809"
2023,Year,State,NM,"New Mexico",Total,35,"454,734","234,663","220,071","399,726","2,044","397,681","55,008","1,824","53,184","211,742","242,992","257,661","7,913","4,679","148,313","22,420","13,749",534,"11,342","43,132","115,084","111,763","82,398","48,713","26,415","11,436","3,917","112,132","62,297","49,835","342,602","35,300","15,543","8,690","3,483","5,845","43,271","414,031","194,114","219,916","449,789","229,797","219,992","418,976","198,980","219,996","343,444","134,372","209,072","114,496","4,891","2,128","221,930"
2023,Year,State,NY,"New York",Total,36,"3,832,616","1,908,935","1,923,680","3,401,381","19,234","3,382,146","431,235","11,326","419,909","1,713,751","2,118,865","2,459,704","470,277","254,405","447,394","6,336","194,500","4,655","84,042","342,538","963,953","885,296","672,175","434,962","259,180","129,315","56,498","1,128,602","976,190","152,412","2,704,014","79,309","683,822","30,883","19,245","42,220","273,123","3,484,705","1,561,733","1,922,972","3,821,452","1,897,879","1,923,573","3,495,869","1,572,790","1,923,079","3,119,673","1,312,434","1,807,239","1,119,280","42,512","12,127","1,945,753"
2023,Year,State,NC,"North Carolina",Total,37,"2,175,809","1,032,625","1,143,185","1,899,153","11,108","1,888,045","276,656","9,578","267,078","970,762","1,205,047","1,600,415","428,409","28,572","48,929","9,209","60,276","2,915","49,909","223,833","553,997","514,194","394,063","237,412","126,096","54,643","18,747","363,203","278,266","84,937","1,812,607","10,748","205,085","47,765","12,147","26,423","61,034","2,034,420","891,657","1,142,763","2,169,794","1,026,784","1,143,010","2,040,435","897,497","1,142,938","1,714,008","642,625","1,071,383","363,644","55,536","18,478","1,276,349"
2023,Year,State,ND,"North Dakota",Total,38,"144,219","99,429","44,790","130,715",506,"130,209","13,504",382,"13,122","68,468","75,752","133,504","1,016",652,"1,277","3,831","3,940",204,"3,441","9,859","38,962","35,046","24,357","15,400","9,827","5,118","2,005","16,074","11,725","4,349","128,145","1,956","5,204","1,619",817,774,"5,704","132,176","87,403","44,773","143,788","99,008","44,780","132,608","87,825","44,783","107,901","84,388","23,513","17,362","1,354",491,"88,693"
2023,Year,State,OH,Ohio,Total,39,"2,489,013","1,143,769","1,345,244","2,181,810","11,405","2,170,404","307,203","7,841","299,362","1,128,621","1,360,393","2,080,167","250,121","25,609","37,835",838,"94,443","3,702","64,750","238,752","640,310","585,909","428,459","272,125","156,040","71,801","27,167","433,534","304,820","128,713","2,055,479","61,724","173,184","42,109","22,205","24,881","109,432","2,301,028","966,570","1,334,457","2,477,699","1,142,060","1,335,639","2,312,342","968,279","1,344,063","2,054,060","892,312","1,161,748","435,942","34,076","13,226","1,570,816"
2023,Year,State,OK,Oklahoma,Total,40,"791,012","489,813","301,199","677,556","3,463","674,093","113,456","3,306","110,150","362,256","428,755","641,500","51,405","9,403","24,239","47,535","16,930","1,340","22,423","89,693","201,693","181,835","135,416","85,191","46,348","20,218","6,855","131,327","104,250","27,076","659,685","1,020","80,758","15,859","7,102","10,197","16,390","721,513","420,442","301,071","790,684","489,544","301,141","721,841","420,711","301,130","564,814","288,898","275,916","133,113","17,715","5,270","408,717"
2023,Year,State,OR,Oregon,Total,41,"930,350","434,831","495,519","838,275","2,729","835,547","92,075","2,030","90,044","432,234","498,116","818,062","12,294","25,335","36,704","5,738","32,218","1,163","21,017","69,895","229,211","236,995","176,732","106,124","54,819","24,713","9,682","171,879","120,040","51,839","758,470","26,741","78,349","13,688","8,604","11,410","33,087","859,106","363,837","495,270","929,723","434,283","495,440","859,733","364,385","495,348","732,462","261,213","471,249","170,058","7,239","3,693","551,472"
2023,Year,State,PA,Pennsylvania,Total,42,"2,896,043","1,414,949","1,481,095","2,556,010","12,181","2,543,829","340,034","7,589","332,445","1,313,172","1,582,872","2,424,936","244,479","51,587","91,720",740,"82,581","3,687","66,999","269,347","736,691","675,065","501,390","323,670","188,503","93,284","37,406","521,507","422,909","98,598","2,374,536","9,652","318,743","51,548","20,893","37,398","83,273","2,655,143","1,174,692","1,480,452","2,885,008","1,404,132","1,480,877","2,666,178","1,185,509","1,480,670","2,356,493","1,037,627","1,318,866","525,416","42,046","17,309","1,771,722"
2023,Year,State,RI,"Rhode Island",Total,44,"238,022","101,857","136,165","207,050",763,"206,287","30,972",498,"30,474","106,802","131,220","194,937","8,867","3,760","19,441",280,"10,737",415,"6,766","23,791","60,784","54,423","40,779","25,547","14,463","7,691","3,364","50,472","43,517","6,954","187,550","1,715","27,089","3,228",29,"2,011","16,399","213,378","77,288","136,090","237,623","101,468","136,155","213,777","77,678","136,099","192,288","60,840","131,448","50,569","3,149","1,270","137,300"
2023,Year,State,SC,"South Carolina",Total,45,"1,197,344","679,323","518,022","1,045,959","6,316","1,039,643","151,385","5,727","145,658","539,767","657,577","869,220","270,084","10,266","19,062",742,"27,971","1,302","25,259","124,823","304,885","287,840","221,808","129,985","65,027","26,985","9,428","186,463","153,642","32,822","1,010,881","1,410","121,503","18,081","1,918","13,331","30,220","1,118,576","600,773","517,803","1,191,989","674,084","517,906","1,123,931","606,012","517,919","922,229","441,030","481,199","184,069","35,876","9,278","693,006"
2023,Year,State,SD,"South Dakota",Total,46,"193,845","129,078","64,768","176,691",643,"176,049","17,154",519,"16,635","92,677","101,168","177,219","1,093","1,002","1,947","7,180","5,405",246,"4,210","12,698","52,764","49,165","33,292","20,670","12,209","6,131","2,460","21,419","12,792","8,628","172,426","4,732","8,895","2,487","1,248","1,409","2,649","178,336","113,581","64,755","193,767","129,005","64,762","178,414","113,653","64,761","141,206","109,980","31,226","22,563","1,764",765,"116,115"
2023,Year,State,TN,Tennessee,Total,47,"1,455,478","716,709","738,769","1,246,225","6,469","1,239,756","209,253","5,650","203,603","657,667","797,811","1,201,984","189,439","12,869","18,799",812,"31,576","2,120","36,009","171,125","370,257","338,707","255,493","155,362","81,277","33,800","11,329","279,650","170,936","108,714","1,175,828","54,266","128,368","53,840","14,064",608,"28,504","1,348,332","609,908","738,424","1,450,926","712,322","738,604","1,352,884","614,295","738,589","1,145,507","440,843","704,664","281,764","27,302","12,029","824,412"
2023,Year,State,TX,Texas,Total,48,"4,639,192","2,229,266","2,409,926","4,135,769","29,052","4,106,717","503,423","28,794","474,629","2,127,255","2,511,936","2,766,943","523,974","159,053","1,077,925","5,665","105,632","5,740","108,782","388,901","1,255,866","1,132,516","824,911","495,785","267,747","117,880","41,066","777,574","404,067","373,508","3,861,617","219,377","323,904","102,287","17,807","51,843","62,356","4,224,833","1,822,744","2,402,089","4,628,365","2,224,219","2,404,146","4,235,660","1,827,791","2,407,869","3,552,682","1,517,194","2,035,489","800,095","148,619","32,329","2,571,640"
2023,Year,State,UT,Utah,Total,49,"451,986","228,523","223,463","408,089","1,373","406,715","43,898","1,319","42,579","212,393","239,593","395,154","3,056","9,815","27,120","2,393","14,448",698,"11,683","31,517","119,277","112,152","81,679","51,413","28,019","11,787","3,761","49,139","44,530","4,609","402,847","1,671","25,538","2,286","2,672",652,"16,321","409,149","185,852","223,296","448,951","225,537","223,414","412,184","188,838","223,346","340,089","129,837","210,252","49,057","6,136","1,706","283,190"
2023,Year,State,VT,Vermont,Total,50,"162,044","112,406","49,638","142,690",300,"142,390","19,354",183,"19,172","76,246","85,798","150,371",829,"1,109","1,169",68,"8,499",329,"5,027","13,999","41,132","39,430","29,111","17,646","9,361","4,378","1,632","28,729","20,793","7,936","133,315","2,370","14,347","2,751","2,957","2,816","3,489","148,943","99,328","49,615","161,912","112,281","49,631","149,075","99,453","49,622","125,728","79,004","46,724","29,112","1,350","1,080","94,185"
2023,Year,State,VA,Virginia,Total,51,"1,647,134","1,053,211","593,922","1,465,952","8,369","1,457,583","181,182","6,032","175,150","742,970","904,163","1,176,501","299,377","63,411","49,515",762,"57,568","2,121","37,130","141,931","423,996","390,094","300,450","187,599","101,218","45,617","16,979","236,692","172,287","64,405","1,410,442","29,661","123,620","22,322","7,238","12,421","41,429","1,480,601","886,966","593,635","1,642,111","1,048,275","593,836","1,485,624","891,902","593,722","1,133,841","594,825","539,016","235,512","36,163","9,132","853,034"
2023,Year,State,WA,Washington,Total,53,"1,490,745","815,011","675,734","1,346,254","5,077","1,341,177","144,491","3,678","140,813","691,539","799,206","1,223,952","41,602","86,988","63,522","11,682","62,999","1,681","33,215","109,596","385,911","371,064","277,968","166,409","88,863","40,522","15,517","232,022","162,260","69,762","1,258,723","35,896","140,207","20,464","1,664","13,402","20,388","1,356,937","681,552","675,385","1,488,791","813,155","675,636","1,358,891","683,408","675,483","1,056,238","439,705","616,534","246,445","12,842","5,300","791,651"
2023,Year,State,WV,"West Virginia",Total,54,"448,710","220,635","228,075","376,589","1,661","374,928","72,121","1,056","71,065","212,499","236,211","423,612","13,001","1,698","2,659",132,"7,609",681,"11,473","59,967","110,069","104,496","76,493","45,760","25,364","10,558","3,849","91,030","51,001","40,029","357,680","21,968","7,562","10,931","2,209","7,131","41,230","418,626","190,619","228,008","448,530","220,495","228,036","418,806","190,759","228,047","334,221","139,438","194,783","94,325","11,084","3,799","225,013"
2023,Year,State,WI,Wisconsin,Total,55,"1,283,391","579,505","703,886","1,141,530","4,546","1,136,985","141,861","3,427","138,434","597,758","685,633","1,131,750","55,561","13,422","28,212","6,429","48,017","2,061","32,713","107,087","336,489","309,257","220,168","140,376","81,937","38,868","14,436","196,471","180,856","15,615","1,086,920","4,174","101,157","6,522","19,239","4,919","60,461","1,204,665","500,936","703,729","1,283,079","579,226","703,854","1,204,976","501,215","703,761","988,306","402,974","585,332","198,926","8,685","2,942","777,754"
2023,Year,State,WY,Wyoming,Total,56,"123,944","107,258","16,686","112,127",292,"111,835","11,817",256,"11,561","60,746","63,198","112,098",694,558,"5,339","1,367","3,889",153,"2,714","8,951","35,043","31,623","21,553","12,955","6,961","3,009",983,"12,839","7,840","4,999","111,105","2,847",384,"1,368",45,785,"7,412","114,423","97,755","16,668","123,854","107,177","16,677","114,513","97,836","16,677","84,450","71,046","13,404","13,154","1,198",446,"69,652"
2023,Year,State,AS,"American Samoa",Total,60,"4,958","4,481",477,"3,773",83,"3,690","1,185",140,"1,045","2,408","2,550",407,30,"3,718",117,0,686,*,*,"1,044","1,365","1,048",647,360,191,79,83,460,392,68,"4,498",34,284,*,*,*,*,"2,886","2,410",477,"4,957","4,481",477,"2,887","2,410",477,646,197,449,327,*,*,289
2023,Year,State,GU,Guam,Total,66,"19,287","19,077",209,"17,568",316,"17,252","1,718",477,"1,242","9,401","9,885","1,519",129,"9,457","5,433",*,*,25,312,"1,382","5,406","5,037","3,390","1,912","1,142",431,249,180,144,*,"19,107",*,102,*,*,*,*,"13,151","12,943",208,"19,150","18,941",209,"13,288","13,080",208,"2,883","2,698",185,136,*,*,"2,720"
2023,Year,State,MP,"Northern Mariana Islands",Total,69,"3,124","3,083",42,"2,701",78,"2,623",423,141,282,"1,625","1,499",263,20,"1,555",904,0,383,*,*,313,"1,068",791,488,199,95,39,22,43,*,*,"3,081",*,23,*,0,*,*,"2,238","2,196",42,"3,098","3,057",42,"2,264","2,222",42,395,353,42,*,*,*,342
2023,Year,State,PR,"Puerto Rico",Total,72,"765,273","118,321","646,952","637,344","4,185","633,159","127,930","2,608","125,322","351,662","413,611","3,284",171,29,"761,556",18,216,842,"13,680","113,408","162,428","157,362","138,497","91,864","53,914","23,392","9,886","13,255","7,486","5,769","752,018","3,745","5,846","1,314",120,710,"1,521","677,786","31,411","646,375","764,971","118,038","646,933","678,088","31,694","646,394","656,529","11,923","644,605","15,506","3,111",318,"637,594"
2023,Year,State,VI,"Virgin Islands",Total,78,"20,681","14,513","6,168","19,353",159,"19,194","1,328",83,"1,244","9,518","11,163","3,197","14,386",200,"2,190",17,692,16,259,"1,052","4,817","5,000","4,624","2,861","1,363",510,178,537,284,253,"20,144",171,183,50,*,32,*,"18,697","12,529","6,168","20,505","14,338","6,168","18,873","12,705","6,168","11,743","5,642","6,101",392,*,*,"11,318"
2023,Year,State,UK,Unknown,Unknown,99,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2023,Year,State,FO,"Foreign and Other Outlying Areas",Total,"     ","519,189","513,450","5,739","506,848",67,"506,781","12,341",28,"12,314","242,173","277,016","272,910","14,625","62,461","136,668",871,"31,654",140,"2,447","9,754","97,277","121,735","107,150","79,459","53,282","28,431","19,515","6,581","4,735","1,845","512,609","1,308","3,396",341,33,196,"1,306","50,247","44,527","5,720","519,004","513,265","5,739","50,432","44,712","5,720","10,856","5,616","5,240","3,362",798,67,"6,628"
2024,Year,State,AL,Alabama,Total,01,"1,118,502","453,988","664,514","936,159","5,769","930,390","182,344","4,912","177,431","501,763","616,739","815,485","266,484","7,830","11,715",872,"16,117","1,714","31,745","148,885","277,081","252,036","193,749","116,767","62,262","25,703","8,562","225,819","93,088","132,731","892,683","69,934","69,521","39,778","3,944","23,019","19,623","1,032,326","368,132","664,195","1,112,029","447,614","664,415","1,038,800","374,505","664,294","887,786","253,499","634,287","240,426","31,997",0,"615,363"
2024,Year,State,AK,Alaska,Total,02,"118,142","115,036","3,105","107,548",365,"107,183","10,594",397,"10,197","59,257","58,884","86,983","3,059","5,318","3,776","12,514","6,493",168,"2,912","7,514","34,462","32,245","21,312","11,555","5,221","2,088",665,"20,583","19,171","1,411","97,559",137,"12,516",568,16,707,"6,640","103,710","100,609","3,100","117,661","114,557","3,104","104,191","101,089","3,102","80,130","78,169","1,961","22,075",964,0,"57,091"
2024,Year,State,AZ,Arizona,Total,04,"1,500,194","745,316","754,878","1,371,852","6,271","1,365,580","128,342","4,987","123,355","693,028","807,166","1,128,760","51,422","31,492","214,127","31,521","42,871","1,442","25,767","101,133","371,866","367,440","299,944","185,435","94,719","39,306","13,142","251,423","186,955","64,468","1,248,771","7,132","152,360","33,491","3,051","23,844","31,545","1,375,194","620,921","754,272","1,489,722","735,058","754,664","1,385,666","631,179","754,486","1,195,253","475,322","719,930","272,743","15,618",0,"906,892"
2024,Year,State,AR,Arkansas,Total,05,"679,039","373,209","305,830","564,703","3,009","561,695","114,336","2,610","111,725","311,269","367,770","557,904","89,274","5,378","14,655","2,066","9,762","1,176","21,084","92,075","163,383","150,427","117,436","73,389","38,636","16,066","5,366","128,937","67,108","61,829","550,102","28,966","49,977","21,084","4,248","11,779","12,883","630,931","325,200","305,731","678,723","372,920","305,803","631,247","325,489","305,758","534,778","244,772","290,006","149,024","19,470",0,"366,284"
2024,Year,State,CA,California,Total,06,"6,938,292","3,419,787","3,518,505","6,418,718","42,206","6,376,512","519,575","25,491","494,083","3,182,868","3,755,424","3,624,080","428,421","955,439","1,638,667","17,020","274,666","5,572","112,050","401,952","1,789,882","1,701,222","1,314,108","820,340","472,175","226,535","94,456","1,744,964","1,724,701","20,263","5,193,328","12,924","1,554,756","3,926",456,"3,414","169,489","6,199,281","2,690,755","3,508,526","6,800,224","3,286,731","3,513,493","6,337,349","2,823,811","3,513,538","5,760,268","2,350,655","3,409,613","1,825,572","73,332",0,"3,861,364"
2024,Year,State,CO,Colorado,Total,08,"1,037,114","496,581","540,532","959,053","3,213","955,841","78,061","2,324","75,736","481,235","555,879","830,673","33,535","21,902","112,103","2,374","36,527",749,"17,094","60,218","276,128","267,589","200,274","116,515","61,549","27,476","9,523","128,718","92,112","36,607","908,395","21,053","35,738","9,958","7,916","5,595","48,458","941,423","404,670","536,753","1,026,012","488,526","537,486","952,525","412,725","539,800","824,702","311,617","513,085","158,161","14,140",0,"652,402"
2024,Year,State,CT,Connecticut,Total,09,"743,293","325,294","417,999","675,702","3,039","672,663","67,592","1,830","65,761","335,018","408,275","575,134","57,280","17,778","57,722",474,"34,905",904,"14,695","51,993","188,566","173,454","136,178","89,751","50,869","25,891","10,993","201,150","68,533","132,617","542,143","116,987","57,506","10,716",990,"4,914","10,037","672,668","255,046","417,622","741,859","323,904","417,956","674,102","256,436","417,666","621,513","218,828","402,685","207,177","1,618",0,"412,718"
2024,Year,State,DE,Delaware,Total,10,"245,324","167,073","78,252","222,744","1,247","221,497","22,581",848,"21,732","110,107","135,217","182,636","42,285","4,962","7,463",102,"7,876",199,"4,140","18,241","64,728","60,966","46,575","27,871","14,206","6,244","2,153","32,934","17,882","15,052","212,390","7,900","11,048","4,223","1,669","2,929","5,165","225,786","147,586","78,199","244,594","166,363","78,231","226,516","148,296","78,220","197,606","128,963","68,643","37,045","3,033",0,"157,528"
2024,Year,State,DC,"District of Columbia",Total,11,"96,300","64,495","31,806","85,063","1,028","84,035","11,237",646,"10,591","41,684","54,616","27,448","58,616","1,933","4,758",32,"3,515",96,"2,821","8,321","22,619","22,576","17,386","11,130","6,238","3,116","1,997","33,007","22,403","10,604","63,294","10,505","14,016",69,17,30,"8,369","80,056","48,316","31,741","95,187","63,410","31,777","81,170","49,401","31,770","71,021","40,198","30,824","38,462",819,0,"31,741"
2024,Year,State,FL,Florida,Total,12,"5,136,024","2,252,528","2,883,497","4,680,748","22,313","4,658,434","455,277","15,003","440,274","2,347,335","2,788,690","3,527,172","544,382","97,749","817,132","3,589","145,999","4,647","83,703","366,928","1,261,997","1,212,712","997,492","644,521","350,538","155,160","58,329","937,511","457,982","479,529","4,198,514","285,039","359,369","122,007","20,884","72,482","77,730","4,796,632","1,915,608","2,881,024","5,130,411","2,247,592","2,882,819","4,802,246","1,920,544","2,881,702","4,209,797","1,445,577","2,764,220","1,003,721","76,485",0,"3,129,591"
2024,Year,State,GA,Georgia,Total,13,"1,945,979","878,666","1,067,313","1,705,052","12,478","1,692,574","240,927","11,868","229,060","865,849","1,080,130","1,239,512","551,690","53,692","55,662",929,"44,494","2,450","45,045","193,432","506,000","461,298","357,702","212,094","108,124","44,779","15,056","373,062","156,094","216,968","1,572,918","112,727","34,278","62,466","8,357","41,774","113,459","1,780,661","714,723","1,065,939","1,925,145","858,510","1,066,635","1,801,495","734,878","1,066,617","1,548,520","527,231","1,021,289","419,845","45,904",0,"1,082,770"
2024,Year,State,HI,Hawaii,Total,15,"306,503","142,512","163,990","287,869","2,488","285,381","18,634","1,680","16,954","143,310","163,192","92,238","3,514","149,189","22,678",295,"38,588",205,"3,793","14,636","75,601","77,123","60,595","37,086","20,322","11,294","5,847","51,841","44,979","6,862","254,661",774,"32,591","3,904","1,343","2,184","11,046","265,382","101,561","163,821","306,113","142,174","163,939","265,772","101,899","163,873","229,576","71,557","158,019","54,581","4,267",0,"170,728"
2024,Year,State,ID,Idaho,Total,16,"394,620","202,746","191,874","355,675","1,048","354,627","38,945",754,"38,191","187,838","206,782","358,190","1,255","3,769","18,289","2,339","10,777",669,"9,372","28,904","100,678","98,585","74,547","45,772","23,223","9,664","3,207","51,484","28,342","23,142","343,136","11,333","18,836","7,467","2,725","4,342","6,780","367,230","175,499","191,731","394,451","202,609","191,842","367,399","175,635","191,763","307,081","129,974","177,107","54,628","4,270",0,"248,183"
2024,Year,State,IL,Illinois,Total,17,"2,407,750","1,377,032","1,030,719","2,173,754","13,162","2,160,593","233,996","8,650","225,346","1,087,434","1,320,316","1,742,794","310,246","85,011","197,578",882,"71,240","2,796","50,795","180,405","618,038","577,382","436,062","277,425","159,682","74,719","30,446","421,952","361,021","60,931","1,985,798","19,554","204,682","25,562","28,126","15,815","128,213","2,180,283","1,150,756","1,029,527","2,392,572","1,361,936","1,030,636","2,195,461","1,165,852","1,029,609","1,956,193","982,381","973,812","484,184","29,490",0,"1,442,519"
2024,Year,State,IN,Indiana,Total,18,"1,377,619","698,995","678,624","1,205,624","5,955","1,199,669","171,995","4,595","167,400","625,029","752,590","1,191,628","104,500","12,336","32,986",596,"35,574","1,998","33,149","136,848","350,305","326,525","244,132","151,015","83,053","36,821","13,774","238,601","164,574","74,027","1,139,018","60,894","122,605","9,531","7,072","3,602","34,897","1,280,621","602,320","678,301","1,375,482","696,964","678,518","1,282,759","604,352","678,407","1,149,441","512,911","636,530","266,312","17,779",0,"865,350"
2024,Year,State,IA,Iowa,Total,19,"686,102","431,454","254,648","617,084","2,135","614,950","69,018","1,530","67,488","317,751","368,351","636,409","13,555","6,095","12,227",786,"17,030","1,099","16,241","51,677","173,379","166,213","122,305","77,533","46,755","22,356","8,544","86,410","63,414","22,997","599,692","11,046","36,251","7,379","7,495","4,571","19,668","640,289","385,740","254,550","685,845","431,216","254,629","640,547","385,977","254,570","573,877","343,118","230,760","96,954","8,528",0,"468,395"
2024,Year,State,KS,Kansas,Total,20,"589,955","393,908","196,047","529,088","2,152","526,936","60,867","1,687","59,180","271,620","318,335","511,136","28,960","8,547","24,724","2,424","14,165",935,"14,027","45,906","151,308","143,687","106,109","65,537","37,386","18,177","6,884","69,574","43,334","26,239","520,382","13,945","24,496","7,830","4,657","4,464","14,181","542,243","346,303","195,940","589,269","393,251","196,018","542,929","346,960","195,969","464,817","282,455","182,362","76,660","9,235",0,"378,923"
2024,Year,State,KY,Kentucky,Total,21,"988,868","459,422","529,446","827,406","3,810","823,596","161,462","2,832","158,629","455,598","533,270","890,794","64,180","6,303","9,449",355,"17,786","1,777","26,817","132,867","247,114","225,886","170,163","101,066","53,174","22,291","7,712","180,100","92,848","87,252","808,768","48,903","58,525","24,883","3,838","13,466","30,485","911,296","384,150","527,146","975,798","448,302","527,496","924,366","395,270","529,096","814,517","353,095","461,423","204,305","34,970",0,"575,243"
2024,Year,State,LA,Louisiana,Total,22,"939,490","415,254","524,236","801,636","6,018","795,617","137,854","5,091","132,763","429,651","509,839","611,205","272,235","10,658","25,719",875,"18,798","1,373","27,666","108,815","241,809","220,147","161,457","96,191","51,593","22,192","8,247","237,617","124,438","113,179","701,873","51,369","98,557","37,890","6,888","23,921","18,993","871,272","347,584","523,688","938,015","413,839","524,176","872,746","348,999","523,748","779,288","274,739","504,549","264,933","14,541",0,"499,813"
2024,Year,State,ME,Maine,Total,23,"378,727","161,612","217,115","330,744",868,"329,877","47,982",586,"47,397","177,122","201,605","357,476","1,904","2,360","2,538",836,"13,614",763,"10,748","36,471","94,127","90,318","69,494","41,603","21,956","9,842","3,405","95,976","54,658","41,318","282,751","34,747","47,747","3,516",474,"3,055","6,437","349,766","133,303","216,464","376,548","159,908","216,640","351,945","135,007","216,938","308,912","104,327","204,585","99,034","1,123",0,"208,755"
2024,Year,State,MD,Maryland,Total,24,"1,149,602","873,959","275,643","1,042,828","7,108","1,035,719","106,774","4,627","102,147","507,496","642,106","691,399","318,467","54,585","41,223",602,"43,326","1,289","24,951","80,535","295,401","276,321","214,586","134,914","73,739","33,975","13,892","162,531","98,153","64,379","987,071","38,498","88,817","15,822",156,"10,058","9,180","986,880","711,550","275,331","1,147,844","872,273","275,571","988,638","713,236","275,403","817,028","566,546","250,482","186,961","21,707",0,"608,360"
