YEAR,MONTH,BENE_GEO_LVL,BENE_STATE_ABRVTN,BENE_STATE_DESC,BENE_COUNTY_DESC,BENE_FIPS_CD,TOT_BENES,ORGNL_MDCR_BENES,MA_AND_OTH_BENES,AGED_TOT_BENES,AGED_ESRD_BENES,AGED_NO_ESRD_BENES,DSBLD_TOT_BENES,DSBLD_ESRD_AND_ESRD_ONLY_BENES,DSBLD_NO_ESRD_BENES,MALE_TOT_BENES,FEMALE_TOT_BENES,WHITE_TOT_BENES,BLACK_TOT_BENES,API_TOT_BENES,HSPNC_TOT_BENES,NATIND_TOT_BENES,OTHR_TOT_BENES,AGE_LT_25_BENES,AGE_25_TO_44_BENES,AGE_45_TO_64_BENES,AGE_65_TO_69_BENES,AGE_70_TO_74_BENES,AGE_75_TO_79_BENES,AGE_80_TO_84_BENES,AGE_85_TO_89_BENES,AGE_90_TO_94_BENES,AGE_GT_94_BENES,DUAL_TOT_BENES,FULL_DUAL_TOT_BENES,PART_DUAL_TOT_BENES,NODUAL_TOT_BENES,QMB_ONLY_BENES,QMB_PLUS_BENES,SLMB_ONLY_BENES,SLMB_PLUS_BENES,QDWI_QI_BENES,OTHR_FULL_DUAL_MDCD_BENES,A_B_TOT_BENES,A_B_ORGNL_MDCR_BENES,A_B_MA_AND_OTH_BENES,A_TOT_BENES,A_ORGNL_MDCR_BENES,A_MA_AND_OTH_BENES,B_TOT_BENES,B_ORGNL_MDCR_BENES,B_MA_AND_OTH_BENES,PRSCRPTN_DRUG_TOT_BENES,PRSCRPTN_DRUG_PDP_BENES,PRSCRPTN_DRUG_MAPD_BENES,PRSCRPTN_DRUG_DEEMED_ELIGIBLE_FULL_LIS_BENES,PRSCRPTN_DRUG_FULL_LIS_BENES,PRSCRPTN_DRUG_PARTIAL_LIS_BENES,PRSCRPTN_DRUG_NO_LIS_BENES
2015,Year,State,AR,Arkansas,Total,05,"595,567","476,330","119,237","459,815","2,228","457,587","135,752","2,544","133,208","274,189","321,378","503,612","74,049","3,100","7,563","2,433","4,811","1,813","28,144","105,795","145,290","117,507","83,762","57,460","34,597","15,758","5,442","126,394","66,278","60,116","469,173","28,737","52,101","20,748","4,321","10,632","9,856","554,946","435,715","119,230","595,103","475,871","119,231","555,410","436,174","119,236","405,775","300,017","105,758","130,332","16,442","6,770","252,231"
2015,Year,State,CA,California,Total,06,"5,653,862","3,370,474","2,283,388","4,932,988","33,845","4,899,143","720,874","29,159","691,715","2,591,049","3,062,812","3,330,407","362,107","646,362","1,135,631","20,303","159,053","8,385","140,786","571,703","1,540,546","1,201,980","858,050","615,789","421,348","218,268","77,007","1,372,926","1,331,497","41,429","4,280,936","15,787","1,196,189","7,871",336,"17,771","134,972","5,038,206","2,757,652","2,280,553","5,522,109","3,241,534","2,280,576","5,169,958","2,886,592","2,283,366","4,324,304","2,092,683","2,231,621","1,416,559","79,337","26,146","2,802,263"
2015,Year,State,CO,Colorado,Total,08,"785,355","496,149","289,206","681,521","2,385","679,135","103,835","2,501","101,334","365,092","420,264","645,118","25,859","13,194","81,739","2,139","17,307",990,"21,698","81,148","234,487","171,022","113,308","78,320","51,314","24,978","8,091","110,507","73,891","36,616","674,849","20,264","38,726","10,145","6,247","6,208","28,919","708,889","421,315","287,574","774,645","487,068","287,577","719,599","430,397","289,202","553,304","282,446","270,858","116,752","12,159","4,844","419,549"
2015,Year,State,CT,Connecticut,Total,09,"630,558","469,835","160,723","548,025","2,401","545,625","82,533","2,060","80,473","279,908","350,650","515,616","45,978","10,918","39,607",434,"18,006","1,145","16,861","64,527","160,582","131,961","91,452","70,446","53,705","29,165","10,715","165,651","76,335","89,316","464,908","76,863","61,730","7,986","1,225","4,467","13,380","564,910","404,198","160,712","627,909","467,195","160,714","567,559","406,838","160,721","469,850","317,727","152,123","169,116","2,388",513,"297,833"
2015,Year,State,DE,Delaware,Total,10,"180,458","165,614","14,843","153,400",926,"152,474","27,057",866,"26,192","81,720","98,738","140,101","29,529","2,722","4,321",69,"3,716",335,"4,828","21,895","49,253","39,935","26,882","18,532","11,531","5,519","1,750","27,509","12,640","14,869","152,949","7,682","7,013","4,430",25,"2,756","5,602","167,004","152,169","14,835","179,785","164,949","14,835","167,677","152,834","14,843","129,456","116,981","12,475","28,271","2,633","1,391","97,162"
2015,Year,State,DC,"District of Columbia",Total,11,"87,917","76,436","11,481","72,752",960,"71,792","15,165",999,"14,165","37,703","50,214","24,241","56,708","1,396","3,304",34,"2,234",237,"3,259","11,669","22,039","17,641","12,312","8,761","6,271","3,435","2,294","30,136","21,340","8,796","57,781","8,684","13,240",85,18,26,"8,082","71,012","59,592","11,420","85,583","74,163","11,420","73,346","61,865","11,481","50,129","39,043","11,086","31,292",849,144,"17,844"
2015,Year,State,FL,Florida,Total,12,"4,032,973","2,429,260","1,603,713","3,488,731","16,433","3,472,298","544,242","15,366","528,876","1,853,675","2,179,298","2,941,943","402,098","52,947","562,589","2,832","70,565","5,898","97,967","440,376","1,031,848","876,120","637,603","449,785","302,246","143,394","47,735","760,657","370,037","390,620","3,272,316","220,560","293,609","107,438","14,224","62,622","62,204","3,787,615","2,184,559","1,603,057","4,026,381","2,423,313","1,603,068","3,794,207","2,190,506","1,603,701","2,961,341","1,427,709","1,533,632","792,452","61,876","27,520","2,079,493"
2015,Year,State,GA,Georgia,Total,13,"1,523,189","1,044,519","478,670","1,240,425","9,142","1,231,283","282,765","11,931","270,834","680,416","842,774","1,050,602","396,225","26,555","27,915",753,"21,138","2,859","53,673","226,233","426,625","322,364","214,625","141,091","84,300","38,230","13,190","303,101","139,561","163,540","1,220,089","88,470","17,217","44,967","2,816","30,102","119,527","1,401,246","923,387","477,859","1,506,960","1,029,101","477,859","1,417,475","938,805","478,670","1,078,986","617,286","461,700","313,456","50,483","15,417","699,630"
2015,Year,State,HI,Hawaii,Total,15,"244,895","133,064","111,830","221,145","1,746","219,399","23,750","1,712","22,038","113,379","131,516","70,175","2,301","126,552","16,670",239,"28,959",256,"4,931","18,563","68,152","53,601","35,412","27,155","21,259","11,417","4,150","37,978","33,173","4,806","206,917",414,"27,733","3,109",241,"1,283","5,199","214,543","102,755","111,789","244,250","132,460","111,790","215,188","103,359","111,829","170,592","62,521","108,071","39,169","4,369","1,150","125,904"
2015,Year,State,ID,Idaho,Total,16,"282,037","190,666","91,371","239,329",766,"238,562","42,708",893,"41,816","135,630","146,407","261,891",759,"2,089","10,306","2,293","4,699",654,"9,772","32,283","78,002","61,763","42,473","28,191","17,688","8,509","2,704","41,987","25,367","16,619","240,050","8,610","18,270","5,138","2,162","2,871","4,935","262,464","171,099","91,366","281,866","190,501","91,366","262,635","171,264","91,371","187,923","106,053","81,870","42,976","4,111","2,060","138,777"
2015,Year,State,IL,Illinois,Total,17,"2,066,650","1,631,463","435,187","1,772,016","11,378","1,760,638","294,635","9,804","284,830","922,715","1,143,935","1,563,942","272,762","55,878","133,962",880,"39,227","4,160","62,057","228,418","543,277","427,268","310,783","225,014","157,471","79,362","28,841","352,130","307,307","44,823","1,714,521","11,116","161,425","18,132","21,359","15,575","124,523","1,870,275","1,435,123","435,152","2,042,226","1,607,072","435,154","1,894,700","1,459,515","435,185","1,440,264","1,055,335","384,930","383,486","36,685","13,977","1,006,117"
2015,Year,State,IN,Indiana,Total,18,"1,150,484","879,038","271,446","947,446","5,229","942,216","203,039","5,050","197,988","517,946","632,538","1,020,669","84,544","7,148","19,991",532,"17,600","2,589","41,677","158,772","299,255","231,616","167,109","117,290","80,490","38,840","12,847","186,774","131,332","55,442","963,710","45,451","100,170","6,723","4,690","3,268","26,472","1,071,120","799,758","271,361","1,149,111","877,749","271,362","1,072,492","801,048","271,445","827,442","601,635","225,807","193,583","23,700","7,587","602,572"
2015,Year,State,IA,Iowa,Total,19,"571,662","486,801","84,861","495,030","1,761","493,269","76,632","1,477","75,155","259,284","312,378","541,761","10,144","3,814","6,810",753,"8,381","1,288","17,096","58,248","146,824","113,332","87,568","66,566","47,494","24,466","8,781","82,568","64,472","18,096","489,094","8,835","36,062","5,644","8,816","3,617","19,594","534,058","449,201","84,857","571,398","486,541","84,857","534,322","449,461","84,861","430,725","359,260","71,465","85,311","6,376","3,324","335,714"
2015,Year,State,KS,Kansas,Total,20,"487,224","421,536","65,688","414,393","1,736","412,656","72,831","1,811","71,020","221,370","265,854","432,855","23,880","5,289","15,421","2,711","7,069","1,114","15,861","55,857","127,214","97,500","71,259","54,192","38,009","19,255","6,965","63,353","39,237","24,116","423,871","12,573","23,383","7,479","2,816","4,064","13,038","449,057","383,386","65,671","486,268","420,596","65,672","450,013","384,326","65,687","338,226","279,006","59,220","68,331","8,421","3,768","257,706"
2015,Year,State,KY,Kentucky,Total,21,"862,674","639,215","223,459","658,358","3,301","655,057","204,317","3,219","201,098","400,625","462,049","792,587","52,007","3,693","4,913",323,"9,152","2,365","39,428","162,524","217,934","164,840","117,389","79,068","49,535","22,313","7,278","174,684","96,917","77,768","687,990","44,184","65,393","22,196","3,759","11,387","27,764","799,146","577,774","221,372","852,808","631,436","221,372","809,012","585,553","223,459","634,163","458,973","175,191","187,325","29,315","10,560","406,963"
2015,Year,State,LA,Louisiana,Total,22,"788,774","550,220","238,555","624,805","4,529","620,277","163,969","5,721","158,248","362,155","426,619","533,351","219,708","6,611","18,886",834,"9,384","2,245","34,528","127,197","204,623","155,685","110,065","76,102","48,396","21,152","8,782","202,677","104,124","98,553","586,098","51,665","84,281","28,875","4,618","18,013","15,225","732,620","494,079","238,541","787,520","548,973","238,547","733,875","495,326","238,549","573,013","340,538","232,475","204,109","16,577","7,408","344,920"
2015,Year,State,ME,Maine,Total,23,"306,639","236,914","69,725","247,374",683,"246,691","59,266",591,"58,674","143,767","162,873","294,932","1,271","1,402","1,560",872,"6,603",920,"13,773","44,573","80,193","60,762","41,954","30,780","20,509","9,911","3,264","87,975","51,934","36,042","218,664","23,793","44,201","7,567",682,"4,681","7,050","282,947","213,234","69,713","305,290","235,577","69,713","284,297","214,572","69,725","214,758","150,188","64,570","91,648","1,312",428,"121,369"
2015,Year,State,MD,Maryland,Total,24,"930,533","850,173","80,360","801,403","5,490","795,914","129,130","5,259","123,871","411,795","518,738","611,270","239,489","33,896","22,726",492,"22,660","1,768","26,961","100,401","255,018","200,125","137,411","96,958","66,122","33,800","11,970","134,470","82,966","51,504","796,063","29,114","74,083","13,995",73,"8,394","8,810","811,924","731,664","80,260","928,386","848,124","80,262","814,071","733,713","80,358","547,512","477,544","69,968","143,370","20,122","6,568","377,453"
2015,Year,State,MA,Massachusetts,Total,25,"1,216,822","963,723","253,099","1,010,099","4,181","1,005,918","206,723","2,834","203,889","542,453","674,369","1,021,022","56,261","31,603","70,978",730,"36,228","3,423","48,878","154,422","308,781","240,636","168,115","129,091","94,793","50,354","18,329","293,558","271,449","22,109","923,264","1,388","208,228","12,859","6,727","7,861","56,493","1,092,146","839,078","253,068","1,214,978","961,895","253,083","1,093,989","840,906","253,083","822,437","584,112","238,326","306,737","8,914","6,701","500,086"
2015,Year,State,MI,Michigan,Total,26,"1,894,890","1,271,959","622,931","1,544,847","8,580","1,536,267","350,043","7,935","342,107","864,944","1,029,945","1,566,341","230,504","21,587","33,851","6,105","36,502","4,846","72,143","273,054","488,529","378,457","265,351","191,054","134,834","65,207","21,415","295,110","252,013","43,097","1,599,780","7,638","188,717","22,143","9,960","13,316","53,337","1,784,568","1,161,730","622,838","1,892,341","1,269,496","622,845","1,787,117","1,164,193","622,924","1,458,012","1,082,174","375,839","316,531","35,949","13,841","1,091,691"
2015,Year,State,MN,Minnesota,Total,27,"913,579","422,853","490,726","787,863","2,766","785,097","125,716","2,484","123,232","419,468","494,111","838,832","24,770","15,217","9,798","6,897","18,065","1,875","30,399","93,442","241,503","188,410","137,725","100,402","70,605","36,205","13,013","134,888","117,706","17,181","778,692","2,425","74,223","9,646","10,683","5,111","32,800","847,535","356,840","490,695","912,588","421,891","490,697","848,526","357,802","490,724","682,715","394,538","288,177","143,004","9,579","5,125","525,008"
2015,Year,State,MS,Mississippi,Total,28,"558,672","477,191","81,481","427,826","3,248","424,578","130,845","4,580","126,265","252,039","306,632","377,491","170,810","2,326","3,506",962,"3,577","1,392","24,872","104,581","140,624","106,399","77,129","51,893","32,347","13,877","5,557","159,109","77,542","81,567","399,563","47,967","52,714","20,813",78,"12,787","24,750","527,145","445,674","81,471","558,303","476,831","81,472","527,514","446,033","81,481","393,891","317,778","76,113","161,236","13,840","5,246","213,569"
2015,Year,State,MO,Missouri,Total,29,"1,136,055","814,998","321,056","921,700","4,628","917,072","214,355","4,676","209,678","516,778","619,276","995,210","104,893","7,897","12,569","1,963","13,524","2,951","43,238","168,165","284,973","227,763","164,008","117,998","77,029","37,305","12,623","172,899","133,842","39,057","963,156","14,337","87,246","16,373","11,471","8,348","35,126","1,050,740","729,700","321,041","1,134,277","813,230","321,046","1,052,518","731,468","321,051","832,127","530,633","301,495","187,870","27,706","10,380","606,171"
2015,Year,State,MT,Montana,Total,30,"201,227","164,514","36,713","173,129",468,"172,660","28,098",492,"27,606","98,257","102,970","186,614",435,732,"2,263","7,582","3,601",347,"5,673","22,078","57,014","43,392","30,157","20,209","13,629","6,449","2,279","25,254","16,055","9,199","175,973","4,688","9,428","3,019","1,382","1,492","5,245","185,932","149,236","36,697","200,579","163,883","36,697","186,580","149,866","36,713","126,974","91,908","35,066","26,381","4,220","1,798","94,575"
2015,Year,State,NE,Nebraska,Total,31,"313,758","275,984","37,774","271,473",953,"270,520","42,286",999,"41,287","142,349","171,409","286,311","10,485","2,289","7,950","1,565","5,159",662,"9,584","32,040","82,406","62,912","47,008","36,368","25,495","12,865","4,418","39,622","35,329","4,294","274,136",305,"25,506","2,336",195,"1,653","9,628","288,284","250,515","37,769","313,423","275,653","37,770","288,619","250,846","37,773","219,062","187,193","31,869","42,248","4,778","2,000","170,036"
2015,Year,State,NV,Nevada,Total,32,"453,496","303,638","149,857","390,585","2,053","388,532","62,911","2,132","60,779","219,215","234,281","334,573","34,487","25,046","45,148","3,101","11,141",663,"11,938","50,310","132,242","105,910","70,751","43,287","24,734","10,660","3,001","52,263","27,251","25,012","401,233","13,568","21,043","7,301","1,203","4,143","5,005","405,649","255,833","149,817","451,974","302,158","149,817","407,170","257,313","149,857","299,518","153,455","146,063","59,708","12,764","3,710","223,336"
2015,Year,State,NH,"New Hampshire",Total,33,"263,661","244,829","18,832","217,109",567,"216,542","46,552",460,"46,092","122,303","141,358","250,588","1,557","1,761","3,043",136,"6,576",846,"11,862","33,845","71,767","53,928","35,864","26,130","17,663","8,804","2,954","32,919","20,726","12,193","230,742","6,108","9,192","3,948","1,612","2,138","9,921","235,547","216,716","18,831","263,494","244,662","18,831","235,715","216,882","18,832","163,231","148,836","14,395","36,758","4,267","1,925","120,281"
2015,Year,State,NJ,"New Jersey",Total,34,"1,493,424","1,264,284","229,140","1,295,601","8,518","1,287,083","197,823","6,587","191,236","655,846","837,578","1,079,723","169,655","65,445","140,716",549,"37,336","2,486","37,896","157,442","388,607","311,492","222,807","167,829","121,669","61,504","21,693","213,135","184,530","28,605","1,280,289",557,"160,736","20,797",115,"7,252","23,679","1,333,524","1,104,461","229,063","1,478,349","1,249,270","229,079","1,348,600","1,119,474","229,125","1,064,535","880,031","184,503","216,914","40,955","11,736","794,929"
2015,Year,State,NM,"New Mexico",Total,35,"372,401","254,818","117,582","308,376","1,646","306,730","64,024","1,876","62,148","176,152","196,249","216,824","6,156","3,067","119,343","21,466","5,544",708,"13,867","49,450","102,010","77,845","54,528","37,310","22,801","10,471","3,412","85,358","52,878","32,481","287,043","22,450","12,754","6,305","2,514","3,726","37,610","335,624","218,073","117,551","367,579","250,026","117,553","340,445","222,865","117,580","257,716","144,803","112,914","87,072","5,868","2,088","162,688"
2015,Year,State,NY,"New York",Total,36,"3,344,201","2,111,311","1,232,890","2,826,566","16,936","2,809,630","517,635","13,155","504,480","1,478,016","1,866,185","2,307,529","416,841","153,503","352,762","5,455","108,111","6,504","102,240","408,891","848,992","671,382","492,418","364,915","261,534","133,644","53,680","839,948","684,543","155,405","2,504,254","51,491","414,663","45,987","14,857","57,927","255,023","3,007,084","1,774,297","1,232,787","3,319,267","2,086,453","1,232,814","3,032,018","1,799,155","1,232,863","2,538,776","1,386,491","1,152,286","863,093","50,566","17,588","1,607,530"
2015,Year,State,NC,"North Carolina",Total,37,"1,770,725","1,244,583","526,142","1,448,096","8,373","1,439,723","322,629","9,941","312,688","790,447","980,279","1,347,429","345,345","16,408","25,378","8,366","27,800","3,547","59,333","259,749","475,978","370,557","251,870","174,164","109,112","50,128","16,287","315,736","239,695","76,040","1,454,990","7,780","193,108","44,903","4,369","23,358","42,218","1,669,167","1,143,143","526,024","1,768,022","1,241,997","526,025","1,671,870","1,145,729","526,141","1,281,783","793,506","488,277","326,660","52,536","21,078","881,508"
2015,Year,State,ND,"North Dakota",Total,38,"118,015","98,453","19,562","103,834",459,"103,375","14,181",365,"13,816","54,658","63,357","110,972",423,398,655,"3,841","1,726",219,"3,340","10,622","30,388","23,522","17,744","14,375","10,433","5,362","2,012","13,925","10,704","3,221","104,089","1,445","2,814","1,242",509,534,"7,381","108,603","89,045","19,558","117,662","98,104","19,558","108,956","89,394","19,562","82,822","77,850","4,971","15,132","1,716",689,"65,285"
2015,Year,State,OH,Ohio,Total,39,"2,154,831","1,271,510","883,321","1,797,690","10,122","1,787,567","357,142","9,148","347,993","970,126","1,184,705","1,849,796","216,696","17,722","26,161",780,"43,677","4,622","76,043","276,476","562,075","425,674","317,172","229,631","160,745","77,401","24,992","331,659","209,455","122,204","1,823,173","67,284","111,832","33,853","19,070","21,067","78,554","1,981,742","1,114,272","867,470","2,134,369","1,266,897","867,472","2,002,205","1,118,886","883,319","1,642,834","1,043,049","599,786","364,462","38,568","16,385","1,223,420"
2015,Year,State,OK,Oklahoma,Total,40,"679,371","564,639","114,732","553,600","2,693","550,907","125,771","3,213","122,558","310,720","368,651","556,187","41,765","5,782","14,446","54,447","6,745","1,667","25,925","98,179","173,443","139,657","100,342","70,715","43,483","19,638","6,322","113,125","91,159","21,966","566,245",539,"72,698","13,475","6,644","7,952","11,818","623,748","509,023","114,725","678,857","564,130","114,728","624,261","509,532","114,729","444,455","343,621","100,833","119,313","16,178","5,786","303,178"
2015,Year,State,OR,Oregon,Total,41,"754,990","424,254","330,736","648,231","2,345","645,887","106,758","2,198","104,560","353,974","401,016","684,536","9,632","16,481","22,184","6,147","16,010","1,380","21,971","83,407","215,262","163,786","109,843","73,769","50,293","26,376","8,903","121,865","76,061","45,804","633,125","22,552","48,772","13,985","5,548","9,268","21,740","694,630","363,930","330,700","753,983","423,276","330,708","695,637","364,908","330,728","544,494","247,258","297,236","127,349","8,675","5,083","403,387"
2015,Year,State,PA,Pennsylvania,Total,42,"2,534,004","1,524,154","1,009,850","2,128,009","10,735","2,117,274","405,995","8,499","397,496","1,131,533","1,402,470","2,182,160","212,420","32,655","64,070",665,"42,034","5,047","83,925","317,023","638,950","496,790","367,100","280,320","207,008","103,034","34,809","432,550","351,081","81,469","2,101,454","6,106","273,181","46,225","17,351","29,139","60,549","2,324,788","1,315,069","1,009,719","2,532,010","1,522,238","1,009,772","2,326,782","1,316,985","1,009,797","1,887,932","1,043,550","844,383","442,535","42,528","24,082","1,378,788"
2015,Year,State,RI,"Rhode Island",Total,44,"203,237","131,812","71,425","166,841",673,"166,168","36,396",513,"35,883","90,012","113,225","174,269","6,901","2,626","13,396",319,"5,726",530,"7,792","28,074","50,542","39,070","27,220","21,074","16,696","9,095","3,144","40,134","32,951","7,183","163,103","1,391","22,853","3,692",26,"2,100","10,073","179,360","107,947","71,413","201,191","129,774","71,416","181,407","109,985","71,421","151,551","82,441","69,110","42,171","3,600","1,874","103,907"
2015,Year,State,SC,"South Carolina",Total,45,"941,559","723,500","218,059","768,071","4,901","763,170","173,488","5,726","167,762","426,856","514,703","693,841","220,134","5,805","9,679",665,"11,434","1,622","30,331","141,535","259,335","201,885","134,217","87,952","52,172","24,181","8,329","153,661","127,196","26,466","787,898",670,"106,699","15,390",95,"10,406","20,402","882,084","664,143","217,940","937,081","719,135","217,945","886,562","668,508","218,054","662,452","458,113","204,339","166,248","32,174","9,993","454,037"
2015,Year,State,SD,"South Dakota",Total,46,"156,139","126,888","29,250","137,147",507,"136,641","18,992",519,"18,472","73,356","82,783","144,499",664,572,"1,029","7,280","2,095",304,"4,426","14,262","42,455","32,341","23,446","17,713","12,482","6,295","2,414","20,038","12,269","7,769","136,101","4,262","8,858","2,242",986,"1,265","2,425","144,226","114,978","29,249","156,035","126,786","29,249","144,330","115,080","29,250","105,509","94,499","11,010","20,788","1,948",951,"81,821"
2015,Year,State,TN,Tennessee,Total,47,"1,235,730","812,312","423,418","986,798","5,356","981,442","248,932","6,182","242,750","560,691","675,039","1,050,942","152,882","7,594","10,057",754,"13,501","2,517","46,681","199,734","325,478","252,986","175,044","118,321","71,938","32,405","10,628","269,745","144,378","125,367","965,986","65,226","51,666","59,774","11,266",367,"81,446","1,153,281","729,998","423,283","1,233,906","810,622","423,283","1,155,106","731,688","423,418","908,592","506,720","401,872","267,793","27,549","15,801","597,448"
2015,Year,State,TX,Texas,Total,48,"3,634,689","2,487,683","1,147,006","3,060,888","22,011","3,038,877","573,801","27,947","545,854","1,667,441","1,967,249","2,310,537","399,448","89,417","786,347","6,061","42,879","7,519","123,600","442,683","1,008,967","778,718","533,929","370,351","229,958","105,052","33,913","665,182","374,516","290,666","2,969,507","165,520","312,605","84,327","15,447","40,820","46,464","3,328,096","2,181,176","1,146,920","3,623,940","2,477,011","1,146,930","3,338,845","2,191,849","1,146,996","2,491,478","1,562,071","929,406","702,924","125,053","33,317","1,630,183"
2015,Year,State,UT,Utah,Total,49,"345,896","229,435","116,461","297,129","1,009","296,119","48,768","1,222","47,546","162,522","183,374","311,759","2,143","6,354","17,317","2,123","6,201",732,"13,081","34,954","94,822","75,233","52,866","37,257","23,567","10,383","3,000","36,120","30,206","5,913","309,777",929,"19,060","2,972","2,959","2,013","8,187","311,019","194,564","116,455","343,132","226,677","116,455","313,783","197,322","116,461","233,877","122,385","111,492","39,104","5,901","2,181","186,691"
2015,Year,State,VT,Vermont,Total,50,"131,297","121,563","9,734","109,245",292,"108,953","22,052",189,"21,863","61,587","69,710","124,999",574,665,850,67,"4,142",403,"5,482","16,167","36,020","27,513","18,091","12,949","8,772","4,410","1,492","28,516","20,819","7,697","102,781","1,952","14,550","2,871","2,662","2,875","3,608","120,270","110,537","9,733","131,048","121,315","9,733","120,519","110,785","9,734","94,866","86,272","8,595","29,074","1,036","1,349","63,407"
2015,Year,State,VA,Virginia,Total,51,"1,350,250","1,108,278","241,972","1,142,705","6,523","1,136,182","207,545","6,655","200,890","610,009","740,241","1,016,432","237,545","39,507","27,955",678,"28,133","2,574","42,134","162,836","370,993","288,982","199,417","137,194","88,772","42,958","14,389","183,283","120,402","62,881","1,166,966","28,874","91,082","22,813","2,895","11,194","26,425","1,217,428","975,548","241,880","1,344,547","1,102,666","241,881","1,223,131","981,160","241,971","834,446","617,139","217,307","194,431","37,401","11,119","591,496"
2015,Year,State,WA,Washington,Total,53,"1,191,366","834,552","356,814","1,016,416","3,783","1,012,633","174,950","3,706","171,244","556,444","634,922","1,018,107","31,881","56,805","41,319","12,465","30,790","2,030","37,870","135,049","338,427","258,112","170,908","115,883","78,059","40,893","14,134","182,240","126,879","55,361","1,009,126","28,553","117,168","17,358","1,572","9,450","8,139","1,085,315","728,542","356,773","1,190,038","833,264","356,774","1,086,643","729,831","356,812","743,413","432,131","311,283","195,429","13,692","6,690","527,602"
2015,Year,State,WV,"West Virginia",Total,54,"416,127","309,140","106,987","323,849","1,547","322,302","92,278","1,274","91,004","199,049","217,078","397,922","11,216","1,251","1,768",133,"3,837",962,"17,044","74,272","106,810","78,556","58,000","39,469","26,222","11,225","3,568","80,327","45,749","34,578","335,800","19,443","5,687","10,014","1,798","5,121","38,264","389,639","282,707","106,933","415,869","308,936","106,933","389,897","282,910","106,987","288,245","199,253","88,992","87,083","11,363","4,628","185,171"
2015,Year,State,WI,Wisconsin,Total,55,"1,049,925","653,168","396,757","890,993","3,801","887,192","158,932","3,435","155,497","481,748","568,177","948,087","46,302","9,160","18,533","6,531","21,313","2,354","35,799","120,779","276,407","211,511","154,167","114,238","81,036","39,921","13,714","160,345","138,695","21,651","889,580","9,670","78,218","8,240","13,449","3,740","47,027","982,153","585,441","396,712","1,049,575","652,829","396,746","982,503","585,780","396,723","727,091","423,878","303,213","166,097","10,399","3,823","546,772"
2015,Year,State,WY,Wyoming,Total,56,"94,876","91,497","3,379","82,319",217,"82,102","12,558",229,"12,329","46,072","48,805","87,078",552,386,"3,943","1,269","1,648",164,"2,737","9,657","27,647","20,665","14,290","9,580","6,277","2,897",965,"10,589","6,710","3,880","84,287","2,280","2,984","1,025","3,503",575,223,"87,479","84,101","3,377","94,820","91,443","3,377","87,535","84,156","3,379","58,504","56,109","2,395","11,457","1,202",524,"45,321"
2015,Year,State,AS,"American Samoa",Total,60,"4,453","4,317",136,"3,203",55,"3,148","1,250",103,"1,148","2,214","2,239",482,28,"3,264",91,*,*,*,*,"1,076","1,148",801,543,311,170,97,134,174,148,26,"4,279",*,121,*,*,*,*,"2,588","2,452",136,"4,453","4,317",136,"2,588","2,452",136,328,193,135,142,*,*,170
2015,Year,State,GU,Guam,Total,66,"14,869","14,817",52,"13,034",182,"12,852","1,835",350,"1,484","7,295","7,574","1,140",83,"7,333","4,402",*,*,33,407,"1,395","4,525","3,177","2,535","1,467",805,303,223,80,67,*,"14,789",*,48,*,*,*,*,"9,862","9,809",52,"14,589","14,536",52,"10,142","10,090",52,"3,035","2,985",50,76,20,0,"2,939"
2015,Year,State,MP,"Northern Mariana Islands",Total,69,"2,035",*,*,"1,660",44,"1,615",375,114,261,"1,117",917,204,*,"1,008",600,0,*,*,*,272,706,397,300,154,63,25,16,*,*,*,*,*,*,*,*,*,*,"1,556",*,*,"1,988",*,*,"1,603",*,*,456,*,*,*,*,*,400
2015,Year,State,PR,"Puerto Rico",Total,72,"738,120","179,905","558,215","560,233","3,296","556,937","177,887","2,869","175,018","347,609","390,510","1,684",148,31,"736,142",25,90,"1,367","26,453","150,067","163,675","144,359","105,734","71,941","40,436","19,338","14,750","5,412","3,272","2,139","732,708","1,309","2,476",515,36,315,761,"624,549","66,338","558,212","737,820","179,605","558,215","624,849","66,637","558,212","571,996","16,061","555,935","8,669","2,011",246,"561,071"
2015,Year,State,VI,"Virgin Islands",Total,78,"19,130","18,919",210,"17,349",152,"17,197","1,780",113,"1,667","9,074","10,055","2,848","13,749",176,"1,886",*,*,29,370,"1,382","5,623","5,275","3,124","1,852",879,387,210,248,128,120,"18,882",*,71,*,*,13,*,"17,284","17,074",210,"18,972","18,761",210,"17,442","17,232",210,"11,246","11,045",201,248,*,*,"10,970"
2015,Year,State,UK,Unknown,Unknown,99,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2015,Year,State,FO,"Foreign and Other Outlying Areas",Total,"     ","419,859","417,518","2,341","404,534",40,"404,494","15,325",32,"15,293","192,803","227,056","246,001","12,736","40,287","101,499",820,"18,517",188,"3,016","12,121","92,214","93,549","80,029","60,432","42,884","23,611","11,815","2,670","1,910",760,"417,189",515,"1,339",148,*,97,*,"44,609","42,270","2,339","419,629","417,288","2,340","44,839","42,500","2,340","8,283","6,113","2,170","2,189",626,46,"5,421"
